Country/Region,Date,Confirmed,Deaths,Recovered,Active,WHO Region
China,19-03-2020,35260,334,889,34371,Western Pacific
China,19-03-2020,179505,2155,304,179201,Western Pacific
China,19-03-2020,21563,1316,968,20595,Western Pacific
China,19-03-2020,361103,92,875,360228,Western Pacific
China,19-03-2020,354497,1071,586,353911,Western Pacific
China,19-03-2020,151478,50,719,150759,Western Pacific
China,19-03-2020,42930,1003,881,42049,Western Pacific
China,19-03-2020,382220,2418,122,382098,Western Pacific
China,19-03-2020,447582,2287,856,446726,Western Pacific
China,19-03-2020,224561,120,840,223721,Western Pacific
China,19-03-2020,68068,601,232,67836,Western Pacific
China,19-03-2020,379161,745,1135,378026,Western Pacific
China,19-03-2020,405338,513,677,404661,Western Pacific
China,19-03-2020,197552,1689,298,197254,Western Pacific
China,19-03-2020,435135,1184,371,434764,Western Pacific
Colombia,19-03-2020,102853,2156,916,101937,Americas
Congo (Brazzaville),19-03-2020,288949,555,301,288648,Africa
Congo (Kinshasa),19-03-2020,407900,740,984,406916,Africa
Costa Rica,19-03-2020,124913,1963,1025,123888,Americas
Cote d'Ivoire,19-03-2020,94825,1498,942,93883,Africa
Croatia,19-03-2020,89923,1167,1182,88741,Europe
Cuba,19-03-2020,376758,2473,981,375777,Americas
Cyprus,19-03-2020,407295,1309,1082,406213,Europe
Czechia,19-03-2020,357045,2308,745,356300,Europe
Denmark,19-03-2020,344261,2069,339,343922,Europe
Greenland,19-03-2020,253633,2395,1215,252418,Europe
Denmark,19-03-2020,315276,1280,645,314631,Europe
Djibouti,19-03-2020,155542,1248,363,155179,Eastern Mediterranean
Dominican Republic,19-03-2020,195578,1074,628,194950,Americas
Ecuador,19-03-2020,410002,484,1167,408835,Americas
Egypt,19-03-2020,144701,966,492,144209,Eastern Mediterranean
El Salvador,19-03-2020,439341,1123,103,439238,Americas
Equatorial Guinea,19-03-2020,382101,528,80,382021,Africa
Eritrea,19-03-2020,367103,330,1225,365878,Africa
Estonia,19-03-2020,21827,431,740,21087,Europe
Eswatini,19-03-2020,312895,1251,637,312258,Africa
Ethiopia,19-03-2020,51927,2383,928,50999,Africa
Fiji,19-03-2020,175165,1138,1147,174018,Western Pacific
Finland,19-03-2020,217375,688,309,217066,Europe
France,19-03-2020,279652,1317,796,278856,Europe
France,19-03-2020,230214,512,1021,229193,Europe
France,19-03-2020,229165,1331,1045,228120,Europe
France,19-03-2020,92220,2285,1173,91047,Europe
France,19-03-2020,264889,1785,1120,263769,Europe
France,19-03-2020,254229,52,42,254187,Europe
France,19-03-2020,403367,357,299,403068,Europe
France,19-03-2020,194342,706,1128,193214,Europe
France,19-03-2020,146055,1821,480,145575,Europe
France,19-03-2020,277117,2059,587,276530,Europe
Gabon,19-03-2020,133626,1956,832,132794,Africa
Gambia,19-03-2020,354960,1559,576,354384,Africa
Georgia,19-03-2020,312461,2394,929,311532,Europe
Germany,19-03-2020,6691,553,201,6490,Europe
Ghana,19-03-2020,324034,239,125,323909,Africa
Greece,19-03-2020,177494,393,1026,176468,Europe
Guatemala,19-03-2020,354605,2058,386,354219,Americas
Guinea,19-03-2020,29657,2376,1102,28555,Africa
Guyana,19-03-2020,272512,711,1063,271449,Americas
Haiti,19-03-2020,181378,2144,546,180832,Americas
Holy See,19-03-2020,239121,353,121,239000,Europe
Honduras,19-03-2020,125815,703,636,125179,Americas
Hungary,19-03-2020,236164,1718,664,235500,Europe
Iceland,19-03-2020,112830,1616,638,112192,Europe
India,19-03-2020,3624,1056,530,3094,South-East Asia
Indonesia,19-03-2020,50634,869,675,49959,South-East Asia
Iran,19-03-2020,229294,764,735,228559,Eastern Mediterranean
Iraq,19-03-2020,302214,716,386,301828,Eastern Mediterranean
Ireland,19-03-2020,22842,935,419,22423,Europe
Israel,19-03-2020,378275,1595,673,377602,Europe
Italy,19-03-2020,11584,1972,327,11257,Europe
Jamaica,19-03-2020,225670,269,1099,224571,Americas
Japan,19-03-2020,431050,1297,320,430730,Western Pacific
Jordan,19-03-2020,104778,1123,811,103967,Eastern Mediterranean
Kazakhstan,19-03-2020,74665,1296,515,74150,Europe
Kenya,19-03-2020,192193,982,564,191629,Africa
South Korea,19-03-2020,343338,2325,236,343102,Western Pacific
Kuwait,19-03-2020,33089,2390,1024,32065,Eastern Mediterranean
Kyrgyzstan,19-03-2020,353141,1413,382,352759,Europe
Latvia,19-03-2020,187663,1363,706,186957,Europe
Lebanon,19-03-2020,100304,255,1118,99186,Eastern Mediterranean
Liberia,19-03-2020,124089,1573,1004,123085,Africa
Liechtenstein,19-03-2020,189162,1750,824,188338,Europe
Lithuania,19-03-2020,308560,168,1201,307359,Europe
Luxembourg,19-03-2020,430188,1840,357,429831,Europe
Madagascar,19-03-2020,385009,40,669,384340,Africa
Malaysia,19-03-2020,207080,2380,433,206647,Western Pacific
Maldives,19-03-2020,246265,776,350,245915,South-East Asia
Malta,19-03-2020,92562,1285,1151,91411,Europe
Mauritania,19-03-2020,18227,230,6,18221,Africa
Mauritius,19-03-2020,170501,968,1116,169385,Africa
Mexico,19-03-2020,164144,622,1058,163086,Americas
Moldova,19-03-2020,198681,2128,85,198596,Europe
Monaco,19-03-2020,153612,118,827,152785,Europe
Mongolia,19-03-2020,449426,585,211,449215,Western Pacific
Montenegro,19-03-2020,348053,153,260,347793,Europe
Morocco,19-03-2020,269124,1403,936,268188,Eastern Mediterranean
Namibia,19-03-2020,210723,556,62,210661,Africa
Nepal,19-03-2020,16634,2382,1213,15421,South-East Asia
Netherlands,19-03-2020,180493,1261,591,179902,Europe
Netherlands,19-03-2020,304886,1768,1035,303851,Europe
Netherlands,19-03-2020,337748,1277,679,337069,Europe
Netherlands,19-03-2020,1943,733,619,1324,Europe
New Zealand,19-03-2020,170325,1905,264,170061,Western Pacific
Nicaragua,19-03-2020,202473,2086,771,201702,Americas
Niger,19-03-2020,77443,168,874,76569,Africa
Nigeria,19-03-2020,423958,2010,157,423801,Africa
North Macedonia,19-03-2020,30790,1689,250,30540,Europe
Norway,19-03-2020,205071,88,749,204322,Europe
Oman,19-03-2020,372840,1485,831,372009,Eastern Mediterranean
Pakistan,19-03-2020,116349,2434,613,115736,Eastern Mediterranean
Panama,19-03-2020,28582,2111,273,28309,Americas
Papua New Guinea,19-03-2020,251911,769,260,251651,Western Pacific
Paraguay,19-03-2020,118154,446,814,117340,Americas
Peru,19-03-2020,77872,1365,202,77670,Americas
Philippines,19-03-2020,359417,1219,1157,358260,Western Pacific
Poland,19-03-2020,162953,1772,274,162679,Europe
Portugal,19-03-2020,131081,1994,630,130451,Europe
Qatar,19-03-2020,340727,839,1242,339485,Eastern Mediterranean
Romania,19-03-2020,110266,1856,388,109878,Europe
Russia,19-03-2020,49857,671,102,49755,Europe
Rwanda,19-03-2020,401431,134,631,400800,Africa
Saint Lucia,19-03-2020,379764,1341,983,378781,Americas
Saint Vincent and the Grenadines,19-03-2020,302044,1757,1168,300876,Americas
San Marino,19-03-2020,46074,693,492,45582,Europe
Saudi Arabia,19-03-2020,168697,460,528,168169,Eastern Mediterranean
Senegal,19-03-2020,78921,761,1128,77793,Africa
Serbia,19-03-2020,345886,733,430,345456,Europe
Seychelles,19-03-2020,442478,2085,719,441759,Africa
Singapore,19-03-2020,328293,2378,694,327599,Western Pacific
Slovakia,19-03-2020,267689,1411,1021,266668,Europe
Slovenia,19-03-2020,371179,2286,317,370862,Europe
Somalia,19-03-2020,40139,2018,1164,38975,Eastern Mediterranean
South Africa,19-03-2020,355076,1651,3,355073,Africa
Spain,19-03-2020,100664,606,1241,99423,Europe
Sri Lanka,19-03-2020,271888,356,171,271717,South-East Asia
Sudan,19-03-2020,99930,2019,1131,98799,Eastern Mediterranean
Suriname,19-03-2020,221765,421,1248,220517,Americas
Sweden,19-03-2020,306765,621,651,306114,Europe
Switzerland,19-03-2020,57067,1852,538,56529,Europe
Taiwan*,19-03-2020,419917,6,829,419088,Western Pacific
Tanzania,19-03-2020,358707,240,1196,357511,Africa
Thailand,19-03-2020,297721,1036,1122,296599,South-East Asia
Togo,19-03-2020,123156,596,104,123052,Africa
Trinidad and Tobago,19-03-2020,281318,1540,1147,280171,Americas
Tunisia,19-03-2020,282688,103,1222,281466,Eastern Mediterranean
Turkey,19-03-2020,294484,351,215,294269,Europe
Uganda,19-03-2020,424930,1830,831,424099,Africa
Ukraine,19-03-2020,51466,963,936,50530,Europe
United Arab Emirates,19-03-2020,85559,796,607,84952,Eastern Mediterranean
United Kingdom,19-03-2020,43152,1534,414,42738,Europe
United Kingdom,19-03-2020,272654,2230,490,272164,Europe
United Kingdom,19-03-2020,63575,1818,362,63213,Europe
United Kingdom,19-03-2020,223264,1137,666,222598,Europe
United Kingdom,19-03-2020,253273,765,70,253203,Europe
United Kingdom,19-03-2020,60867,538,184,60683,Europe
United Kingdom,19-03-2020,315211,1022,587,314624,Europe
Uruguay,19-03-2020,414712,787,502,414210,Americas
US,19-03-2020,226897,2189,140,226757,Americas
Uzbekistan,19-03-2020,230587,1824,956,229631,Europe
Venezuela,19-03-2020,137419,507,651,136768,Americas
Vietnam,19-03-2020,262741,835,472,262269,Western Pacific
Zambia,19-03-2020,43203,793,1060,42143,Africa
Zimbabwe,19-03-2020,143288,792,625,142663,Africa
Dominica,19-03-2020,16447,326,971,15476,Americas
Grenada,19-03-2020,188109,624,380,187729,Americas
Mozambique,19-03-2020,72559,778,931,71628,Africa
Syria,19-03-2020,240559,838,889,239670,Eastern Mediterranean
Timor-Leste,19-03-2020,374706,310,54,374652,South-East Asia
Belize,19-03-2020,409632,1941,807,408825,Americas
Laos,19-03-2020,202517,166,526,201991,Western Pacific
Libya,19-03-2020,413846,1647,111,413735,Eastern Mediterranean
West Bank and Gaza,19-03-2020,365978,2281,540,365438,Eastern Mediterranean
Guinea-Bissau,19-03-2020,101653,202,903,100750,Africa
Mali,19-03-2020,44522,1266,468,44054,Africa
Saint Kitts and Nevis,19-03-2020,224701,981,1053,223648,Americas
Canada,19-03-2020,119675,1583,730,118945,Americas
Canada,19-03-2020,382373,501,444,381929,Americas
Kosovo,19-03-2020,408150,865,966,407184,Europe
Burma,19-03-2020,67299,731,1161,66138,South-East Asia
United Kingdom,19-03-2020,304378,333,330,304048,Europe
United Kingdom,19-03-2020,373735,1716,1066,372669,Europe
United Kingdom,19-03-2020,392246,18,409,391837,Europe
Botswana,19-03-2020,357138,1507,722,356416,Africa
Burundi,19-03-2020,184950,333,750,184200,Africa
Sierra Leone,19-03-2020,222259,1863,181,222078,Africa
Malawi,19-03-2020,371712,1564,1163,370549,Africa
United Kingdom,19-03-2020,192561,827,466,192095,Europe
France,19-03-2020,93816,641,1172,92644,Europe
South Sudan,19-03-2020,144710,872,643,144067,Africa
Western Sahara,19-03-2020,116181,707,388,115793,Africa
Sao Tome and Principe,19-03-2020,411368,2411,461,410907,Africa
Yemen,19-03-2020,282441,2429,450,281991,Eastern Mediterranean
Comoros,19-03-2020,19853,1170,577,19276,Africa
Tajikistan,19-03-2020,4781,1000,1163,3618,Europe
Lesotho,19-03-2020,83053,1753,898,82155,Africa
Afghanistan,20-03-2020,92770,1555,326,92444,Eastern Mediterranean
Albania,20-03-2020,10108,2427,165,9943,Europe
Algeria,20-03-2020,308754,1725,196,308558,Africa
Andorra,20-03-2020,224618,1778,710,223908,Europe
Angola,20-03-2020,216154,2292,913,215241,Africa
Antigua and Barbuda,20-03-2020,356191,1108,777,355414,Americas
Argentina,20-03-2020,273506,1005,620,272886,Americas
Armenia,20-03-2020,368664,273,46,368618,Europe
Australia,20-03-2020,287814,1141,957,286857,Western Pacific
Australia,20-03-2020,151248,1530,38,151210,Western Pacific
Australia,20-03-2020,7660,333,392,7268,Western Pacific
Australia,20-03-2020,330699,123,789,329910,Western Pacific
Australia,20-03-2020,60453,2043,550,59903,Western Pacific
Australia,20-03-2020,318618,998,369,318249,Western Pacific
Australia,20-03-2020,323581,764,983,322598,Western Pacific
Australia,20-03-2020,291396,1322,744,290652,Western Pacific
Austria,20-03-2020,44915,350,901,44014,Europe
Azerbaijan,20-03-2020,300276,41,512,299764,Europe
Bahamas,20-03-2020,271301,831,593,270708,Americas
Bahrain,20-03-2020,135456,690,782,134674,Eastern Mediterranean
Bangladesh,20-03-2020,104951,2249,444,104507,South-East Asia
Barbados,20-03-2020,419562,1586,527,419035,Americas
Belarus,20-03-2020,219987,1860,735,219252,Europe
Belgium,20-03-2020,201090,8,965,200125,Europe
Benin,20-03-2020,131619,969,525,131094,Africa
Bhutan,20-03-2020,152270,929,928,151342,South-East Asia
Bolivia,20-03-2020,165637,247,383,165254,Americas
Bosnia and Herzegovina,20-03-2020,270913,2389,503,270410,Europe
Brazil,20-03-2020,294782,1766,156,294626,Americas
Brunei,20-03-2020,382803,1540,906,381897,Western Pacific
Bulgaria,20-03-2020,261191,156,390,260801,Europe
Burkina Faso,20-03-2020,131754,1424,984,130770,Africa
Cabo Verde,20-03-2020,391777,2426,629,391148,Africa
Cambodia,20-03-2020,430998,1573,338,430660,Western Pacific
Cameroon,20-03-2020,228943,1427,986,227957,Africa
Canada,20-03-2020,279605,321,262,279343,Americas
Canada,20-03-2020,27333,988,552,26781,Americas
Canada,20-03-2020,381751,1320,742,381009,Americas
Canada,20-03-2020,382129,1595,1115,381014,Americas
Canada,20-03-2020,274084,803,970,273114,Americas
Canada,20-03-2020,345590,2008,736,344854,Americas
Canada,20-03-2020,123524,1124,969,122555,Americas
Canada,20-03-2020,279249,1086,821,278428,Americas
Canada,20-03-2020,286098,382,1216,284882,Americas
Canada,20-03-2020,23786,612,480,23306,Americas
Central African Republic,20-03-2020,17021,512,935,16086,Africa
Chad,20-03-2020,342156,1704,476,341680,Africa
Chile,20-03-2020,369065,1897,160,368905,Americas
China,20-03-2020,157186,557,470,156716,Western Pacific
China,20-03-2020,136395,746,243,136152,Western Pacific
China,20-03-2020,83546,1746,600,82946,Western Pacific
China,20-03-2020,154111,1026,629,153482,Western Pacific
China,20-03-2020,372999,361,320,372679,Western Pacific
China,20-03-2020,137184,1622,652,136532,Western Pacific
China,20-03-2020,118498,2322,374,118124,Western Pacific
China,20-03-2020,307422,2244,655,306767,Western Pacific
China,20-03-2020,383624,217,208,383416,Western Pacific
China,20-03-2020,399999,977,566,399433,Western Pacific
China,20-03-2020,315544,1617,246,315298,Western Pacific
China,20-03-2020,159014,1450,18,158996,Western Pacific
China,20-03-2020,162664,147,458,162206,Western Pacific
China,20-03-2020,333797,1519,226,333571,Western Pacific
China,20-03-2020,315455,2198,357,315098,Western Pacific
China,20-03-2020,14400,1005,1029,13371,Western Pacific
China,20-03-2020,27291,1972,753,26538,Western Pacific
China,20-03-2020,20799,1134,816,19983,Western Pacific
China,20-03-2020,27116,1713,1043,26073,Western Pacific
China,20-03-2020,359201,2066,344,358857,Western Pacific
China,20-03-2020,401158,1789,764,400394,Western Pacific
China,20-03-2020,165158,2130,304,164854,Western Pacific
China,20-03-2020,254330,622,903,253427,Western Pacific
China,20-03-2020,407698,275,323,407375,Western Pacific
China,20-03-2020,313294,522,275,313019,Western Pacific
China,20-03-2020,166405,2316,1194,165211,Western Pacific
China,20-03-2020,131202,1498,780,130422,Western Pacific
China,20-03-2020,39930,1441,914,39016,Western Pacific
China,20-03-2020,166153,1552,604,165549,Western Pacific
China,20-03-2020,252235,998,1020,251215,Western Pacific
China,20-03-2020,78604,1404,990,77614,Western Pacific
China,20-03-2020,216578,364,748,215830,Western Pacific
China,20-03-2020,255060,1093,221,254839,Western Pacific
Colombia,20-03-2020,129032,2420,46,128986,Americas
Congo (Brazzaville),20-03-2020,190989,1442,587,190402,Africa
Congo (Kinshasa),20-03-2020,122093,24,594,121499,Africa
Costa Rica,20-03-2020,375704,871,915,374789,Americas
Cote d'Ivoire,20-03-2020,272475,1379,1234,271241,Africa
Croatia,20-03-2020,331094,1760,378,330716,Europe
Cuba,20-03-2020,31856,1479,125,31731,Americas
Cyprus,20-03-2020,432801,26,1049,431752,Europe
Czechia,20-03-2020,380621,1403,848,379773,Europe
Denmark,20-03-2020,155171,1872,776,154395,Europe
Greenland,20-03-2020,102117,1022,720,101397,Europe
Denmark,20-03-2020,173138,1776,957,172181,Europe
Djibouti,20-03-2020,359546,2317,655,358891,Eastern Mediterranean
Dominican Republic,20-03-2020,345941,983,1202,344739,Americas
Ecuador,20-03-2020,112463,1295,408,112055,Americas
Egypt,20-03-2020,172039,1955,1216,170823,Eastern Mediterranean
El Salvador,20-03-2020,34770,1577,1060,33710,Americas
Equatorial Guinea,20-03-2020,23825,1948,1115,22710,Africa
Eritrea,20-03-2020,81323,1297,152,81171,Africa
Estonia,20-03-2020,302585,1532,414,302171,Europe
Eswatini,20-03-2020,99492,446,926,98566,Africa
Ethiopia,20-03-2020,226194,1188,195,225999,Africa
Fiji,20-03-2020,45055,1680,963,44092,Western Pacific
Finland,20-03-2020,436594,2378,651,435943,Europe
France,20-03-2020,59751,1595,553,59198,Europe
France,20-03-2020,10693,2021,195,10498,Europe
France,20-03-2020,384865,2163,956,383909,Europe
France,20-03-2020,321496,822,614,320882,Europe
France,20-03-2020,52049,1594,177,51872,Europe
France,20-03-2020,399333,853,387,398946,Europe
France,20-03-2020,71007,603,339,70668,Europe
France,20-03-2020,154414,2003,1003,153411,Europe
France,20-03-2020,32760,742,1102,31658,Europe
France,20-03-2020,296562,1868,857,295705,Europe
Gabon,20-03-2020,401646,1579,528,401118,Africa
Gambia,20-03-2020,63768,1447,840,62928,Africa
Georgia,20-03-2020,261123,2499,555,260568,Europe
Germany,20-03-2020,253137,700,1010,252127,Europe
Ghana,20-03-2020,272965,184,432,272533,Africa
Greece,20-03-2020,246395,1601,140,246255,Europe
Guatemala,20-03-2020,48510,1442,852,47658,Americas
Guinea,20-03-2020,278883,1282,172,278711,Africa
Guyana,20-03-2020,309263,154,701,308562,Americas
Haiti,20-03-2020,414413,69,530,413883,Americas
Holy See,20-03-2020,357341,546,238,357103,Europe
Honduras,20-03-2020,347221,103,531,346690,Americas
Hungary,20-03-2020,418437,1561,725,417712,Europe
Iceland,20-03-2020,49777,1199,400,49377,Europe
India,20-03-2020,387687,462,11,387676,South-East Asia
Indonesia,20-03-2020,266233,2402,192,266041,South-East Asia
Iran,20-03-2020,153856,2103,93,153763,Eastern Mediterranean
Iraq,20-03-2020,195293,770,252,195041,Eastern Mediterranean
Ireland,20-03-2020,139434,2213,755,138679,Europe
Israel,20-03-2020,153787,466,831,152956,Europe
Italy,20-03-2020,247338,1237,1159,246179,Europe
Jamaica,20-03-2020,124866,1650,629,124237,Americas
Japan,20-03-2020,30264,966,790,29474,Western Pacific
Jordan,20-03-2020,176221,568,798,175423,Eastern Mediterranean
Kazakhstan,20-03-2020,284236,124,651,283585,Europe
Kenya,20-03-2020,116922,1503,23,116899,Africa
South Korea,20-03-2020,154546,916,593,153953,Western Pacific
Kuwait,20-03-2020,107479,637,66,107413,Eastern Mediterranean
Kyrgyzstan,20-03-2020,221170,1325,355,220815,Europe
Latvia,20-03-2020,407763,2423,223,407540,Europe
Lebanon,20-03-2020,379606,2367,62,379544,Eastern Mediterranean
Liberia,20-03-2020,382063,2430,220,381843,Africa
Liechtenstein,20-03-2020,286757,1321,1117,285640,Europe
Lithuania,20-03-2020,351390,936,562,350828,Europe
Luxembourg,20-03-2020,83154,1716,605,82549,Europe
Madagascar,20-03-2020,354551,911,503,354048,Africa
Malaysia,20-03-2020,341363,1307,1202,340161,Western Pacific
Maldives,20-03-2020,191206,2386,927,190279,South-East Asia
Malta,20-03-2020,396884,2264,786,396098,Europe
Mauritania,20-03-2020,114310,1249,678,113632,Africa
Mauritius,20-03-2020,267046,444,109,266937,Africa
Mexico,20-03-2020,9145,1635,1001,8144,Americas
Moldova,20-03-2020,337852,1517,158,337694,Europe
Monaco,20-03-2020,148908,2413,972,147936,Europe
Mongolia,20-03-2020,180474,2008,598,179876,Western Pacific
Montenegro,20-03-2020,401763,531,488,401275,Europe
Morocco,20-03-2020,230213,1751,534,229679,Eastern Mediterranean
